11	99
12	94
13	86
14	81
15	96
16	68
17	100
18	86
19	95
110	90
21	74
22	73
23	84
24	93
25	91
26	80
27	87
28	79
29	92
210	86
31	83
32	88
33	100
34	71
35	81
36	102
37	93
38	77
39	86
310	103
41	73
42	107
43	95
44	78
45	74
46	87
47	84
48	90
49	79
410	77
51	92
52	80
53	72
54	97
55	79
56	88
57	84
58	78
59	106
510	92
61	78
62	77
63	89
64	105
65	75
66	76
67	112
68	107
69	94
610	102
71	76
72	98
73	90
74	85
75	87
76	98
77	93
78	65
79	79
710	85
81	95
82	92
83	88
84	89
85	91
86	82
87	87
88	87
89	83
810	83
91	88
92	96
93	88
94	82
95	114
96	98
97	80
98	80
99	91
910	84
101	111
102	91
103	99
104	95
105	97
106	92
107	81
108	114
109	77
1010	66
111	93
112	81
113	99
114	100
115	101
116	98
117	85
118	95
119	81
1110	91
121	94
122	72
123	86
124	94
125	102
126	82
127	83
128	72
129	77
1210	89
131	121
132	72
133	106
134	88
135	79
136	86
137	105
138	87
139	77
1310	78
141	81
142	87
143	88
144	85
145	90
146	91
147	89
148	101
149	101
1410	85
151	81
152	76
153	87
154	82
155	87
156	97
157	75
158	126
159	109
1510	91
161	73
162	94
163	97
164	80
165	95
166	86
167	90
168	78
169	88
1610	100
171	87
172	74
173	72
174	91
175	90
176	68
177	98
178	73
179	84
1710	88
181	101
182	111
183	72
184	77
185	89
186	108
187	89
188	88
189	76
1810	84
191	88
192	81
193	72
194	92
195	85
196	82
197	93
198	93
199	75
1910	88
201	90
202	100
203	76
204	89
205	69
206	80
207	81
208	107
209	82
2010	81
211	99
212	90
213	116
214	117
215	97
216	98
217	87
218	121
219	91
2110	88
221	86
222	107
223	83
224	80
225	93
226	103
227	131
228	93
229	95
2210	77
231	107
232	116
233	103
234	103
235	96
236	103
237	104
238	100
239	107
2310	100
241	93
242	91
243	90
244	101
245	86
246	95
247	109
248	104
249	76
2410	91
251	88
252	108
253	100
254	117
255	100
256	91
257	91
258	78
259	94
2510	98
261	102
262	105
263	97
264	114
265	86
266	124
267	92
268	114
269	124
2610	126
271	77
272	87
273	104
274	85
275	89
276	97
277	101
278	108
279	95
2710	105
281	98
282	110
283	101
284	103
285	102
286	103
287	103
288	87
289	94
2810	109
291	104
292	94
293	85
294	77
295	106
296	88
297	100
298	80
299	97
2910	96
301	102
302	112
303	108
304	83
305	83
306	79
307	94
308	82
309	93
3010	91
311	96
312	87
313	89
314	121
315	107
316	101
317	112
318	102
319	99
3110	98
321	102
322	100
323	101
324	108
325	103
326	101
327	108
328	83
329	86
3210	91
331	99
332	92
333	88
334	97
335	108
336	115
337	97
338	90
339	104
3310	95
341	72
342	98
343	94
344	95
345	99
346	100
347	105
348	84
349	84
3410	101
351	87
352	111
353	77
354	104
355	93
356	86
357	99
358	107
359	91
3510	86
361	100
362	91
363	99
364	101
365	98
366	101
367	106
368	83
369	106
3610	91
371	96
372	88
373	103
374	95
375	115
376	105
377	84
378	116
379	82
3710	80
381	106
382	92
383	108
384	120
385	95
386	95
387	97
388	101
389	134
3810	96
391	95
392	105
393	100
394	80
395	106
396	95
397	95
398	93
399	81
3910	99
401	78
402	91
403	87
404	116
405	101
406	90
407	91
408	97
409	117
4010	96
411	110
412	100
413	127
414	93
415	121
416	94
417	95
418	114
419	99
4110	129
421	91
422	126
423	101
424	102
425	108
426	92
427	122
428	105
429	100
4210	104
431	102
432	121
433	95
434	100
435	101
436	90
437	121
438	115
439	103
4310	111
441	100
442	106
443	107
444	95
445	95
446	106
447	98
448	105
449	91
4410	98
451	108
452	91
453	101
454	105
455	115
456	129
457	103
458	103
459	114
4510	101
461	129
462	126
463	112
464	99
465	98
466	104
467	109
468	104
469	104
4610	115
471	107
472	117
473	108
474	106
475	110
476	100
477	89
478	85
479	107
4710	104
481	95
482	88
483	104
484	105
485	101
486	94
487	102
488	103
489	104
4810	102
491	96
492	100
493	93
494	93
495	88
496	128
497	97
498	114
499	97
4910	87
501	120
502	112
503	111
504	101
505	102
506	105
507	137
508	112
509	101
5010	103
511	110
512	99
513	100
514	98
515	109
516	114
517	97
518	95
519	109
5110	113
521	117
522	113
523	102
524	113
525	115
526	118
527	95
528	114
529	89
5210	91
531	123
532	108
533	109
534	117
535	99
536	81
537	116
538	103
539	130
5310	111
541	98
542	134
543	111
544	119
545	92
546	100
547	100
548	89
549	95
5410	107
551	99
552	83
553	126
554	94
555	106
556	98
557	106
558	104
559	94
5510	100
561	98
562	90
563	99
564	93
565	127
566	97
567	127
568	107
569	111
5610	109
571	119
572	104
573	115
574	120
575	97
576	104
577	115
578	90
579	108
5710	121
581	121
582	112
583	91
584	99
585	101
586	104
587	114
588	102
589	93
5810	98
591	104
592	92
593	108
594	107
595	97
596	103
597	90
598	98
599	112
5910	106
601	101
602	82
603	83
604	101
605	96
606	110
607	84
608	101
609	101
6010	91
