11	96,500
12	78,917
13	110,000
14	75,692
15	80,643
16	58,538
17	86,538
18	89,000
19	79,538
110	84,643
21	67,938
22	56,636
23	66,063
24	69,571
25	75,500
26	67,071
27	64,867
28	61,857
29	67,267
210	72,933
31	58,000
32	52,389
33	52,913
34	55,059
35	49,706
36	47,889
37	54,125
38	59,700
39	47,810
310	56,813
41	46,360
42	53,760
43	53,080
44	48,909
45	50,474
46	59,789
47	50,450
48	47,455
49	52,188
410	41,696
51	44,250
52	42,500
53	42,500
54	45,625
55	33,375
56	51,400
57	44,650
58	41,909
59	63,625
510	45,833
61	128,000
62	119,400
63	116,200
64	136,615
65	110,643
66	136,643
67	140,286
68	126,353
69	139,813
610	145,800
71	87,947
72	91,400
73	82,238
74	100,421
75	118,389
76	106,389
77	101,850
78	83,737
79	78,043
710	99,524
81	75,704
82	79,292
83	75,571
84	83,522
85	87,000
86	70,700
87	73,520
88	74,083
89	75,000
810	73,280
91	66,519
92	68,750
93	64,844
94	78,087
95	60,548
96	84,240
97	58,061
98	52,871
99	64,029
910	70,071
101	65,533
102	51,811
103	74,231
104	65,115
105	57,552
106	47,778
107	63,419
108	79,214
109	43,841
1010	42,154
111	150,833
112	143,211
113	181,625
114	168,833
115	188,824
116	177,875
117	145,833
118	145,737
119	165,368
1110	158,100
121	118,591
122	101,826
123	120,739
124	116,042
125	148,542
126	111,391
127	108,840
128	108,720
129	94,037
1210	135,136
131	104,367
132	73,000
133	109,407
134	96,926
135	77,061
136	87,765
137	102,300
138	86,306
139	76,114
1310	82,514
141	71,487
142	77,905
143	67,125
144	76,147
145	84,733
146	78,853
147	74,500
148	96,781
149	81,825
1410	65,523
151	53,404
152	52,200
153	66,609
154	58,760
155	52,360
156	62,568
157	52,077
158	67,152
159	61,283
1510	67,681
161	176,600
162	213,895
163	213,250
164	187,650
165	178,810
166	192,286
167	171,833
168	176,842
169	185,190
1610	198,421
171	130,909
172	116,516
173	101,313
174	114,161
175	119,419
176	129,290
177	136,400
178	121,333
179	126,448
1710	127,645
181	133,594
182	106,667
183	95,341
184	90,171
185	112,649
186	124,897
187	105,727
188	95,361
189	79,043
1810	83,273
191	65,544
192	72,583
193	77,216
