1000
0	306	55
1	304	413
2	241	367
3	164	499
4	334	9
5	80	419
6	490	22
7	402	446
8	177	404
9	182	50
10	364	362
11	220	315
12	90	153
13	357	131
14	196	466
15	142	252
16	469	46
17	272	38
18	223	16
19	442	469
20	79	94
21	498	245
22	462	168
23	34	68
24	80	426
25	314	421
26	398	486
27	180	423
28	376	253
29	313	98
30	486	429
31	5	126
32	272	396
33	328	404
34	469	417
35	330	3
36	448	368
37	170	346
38	1	441
39	311	180
40	236	29
41	175	172
42	87	251
43	396	220
44	221	300
45	63	280
46	338	98
47	92	320
48	148	431
49	117	201
50	31	40
51	47	74
52	142	349
53	167	136
54	490	312
55	440	290
56	240	51
57	386	66
58	272	259
59	186	375
60	241	68
61	405	410
62	173	326
63	458	290
64	357	495
65	237	261
66	38	120
67	11	48
68	192	72
69	11	169
70	391	22
71	328	298
72	20	340
73	21	4
74	372	379
75	73	450
76	380	351
77	89	364
78	494	238
79	364	379
80	488	445
81	238	56
82	199	157
83	346	180
84	457	85
85	179	140
86	244	75
87	86	495
88	326	263
89	108	29
90	385	244
91	282	394
92	411	455
93	318	155
94	378	219
95	273	323
96	459	155
97	125	200
98	300	418
99	378	116
100	123	455
101	102	385
102	168	241
103	31	63
104	241	201
105	127	324
106	384	253
107	239	50
108	435	203
109	248	441
110	485	422
111	351	251
112	15	13
113	354	446
114	206	434
115	137	393
116	206	260
117	161	380
118	360	56
119	178	73
120	174	51
121	13	213
122	25	70
123	76	148
124	380	434
125	490	17
126	49	267
127	467	178
128	229	426
129	336	188
130	358	4
131	354	437
132	47	98
133	194	241
134	93	321
135	249	488
136	363	225
137	151	161
138	39	126
139	127	312
140	4	1
141	105	322
142	383	437
143	194	13
144	2	314
145	435	461
146	279	189
147	467	68
148	318	81
149	489	226
150	220	103
151	169	161
152	372	153
153	383	272
154	234	117
155	429	56
156	391	275
157	109	431
158	380	383
159	306	53
160	64	112
161	466	441
162	65	320
163	113	494
164	18	336
165	289	234
166	173	235
167	63	335
168	96	278
169	0	293
170	500	4
171	224	283
172	455	141
173	472	65
174	9	319
175	284	489
176	474	273
177	200	443
178	395	489
179	135	314
180	475	7
181	289	302
182	459	314
183	263	146
184	256	60
185	250	109
186	301	15
187	453	287
188	437	500
189	115	81
190	318	227
191	308	400
192	116	263
193	359	423
194	23	58
195	77	18
196	343	251
197	137	111
198	167	206
199	301	118
200	403	474
201	331	247
202	183	142
203	264	254
204	406	268
205	413	481
206	434	354
207	263	255
208	205	67
209	120	480
210	282	152
211	188	486
212	107	244
213	436	479
214	461	39
215	414	166
216	413	11
217	397	376
218	267	144
219	6	260
220	261	378
221	195	403
222	61	211
223	237	417
224	283	182
225	110	352
226	84	162
227	419	490
228	78	177
229	240	368
230	84	209
231	42	98
232	495	177
233	52	303
234	253	45
235	233	270
236	226	277
237	242	128
238	480	78
239	22	137
240	220	123
241	413	416
242	419	244
243	424	190
244	395	253
245	57	380
246	359	377
247	326	110
248	181	494
249	355	478
250	420	134
251	200	143
252	357	429
253	288	79
254	53	496
255	112	56
256	214	420
257	64	192
258	352	322
259	61	141
260	27	195
261	348	254
262	184	468
263	114	289
264	334	1
265	319	489
266	125	467
267	366	126
268	33	314
269	22	317
270	218	276
271	204	208
272	293	118
273	51	340
274	31	84
275	391	284
276	270	240
277	28	376
278	37	174
279	454	114
280	145	250
281	407	67
282	302	364
283	394	357
284	467	426
285	83	46
286	492	493
287	199	17
288	310	279
289	315	160
290	178	483
291	177	453
292	248	140
293	463	266
294	473	455
295	99	453
296	133	310
297	39	83
298	465	413
299	149	364
300	195	275
301	66	108
302	469	486
303	200	295
304	449	479
305	251	93
306	97	238
307	387	373
308	412	163
309	475	89
310	128	32
311	2	66
312	144	267
313	86	48
314	203	465
315	200	69
316	85	387
317	18	487
318	323	363
319	14	249
320	219	311
321	208	221
322	166	335
323	190	158
324	44	94
325	335	149
326	213	394
327	323	103
328	353	219
329	371	113
330	186	138
331	317	280
332	330	305
333	438	308
334	305	494
335	152	473
336	461	382
337	485	266
338	344	24
339	460	314
340	252	231
341	273	392
342	17	297
343	423	104
344	263	284
345	173	72
346	162	316
347	477	198
348	454	85
349	281	337
350	243	17
351	325	453
352	342	317
353	337	91
354	167	322
355	272	237
356	473	390
357	466	402
358	410	260
359	367	1
360	206	92
361	222	358
362	455	148
363	356	416
364	306	299
365	452	480
366	46	335
367	450	67
368	355	254
369	472	200
370	250	10
371	407	214
372	471	402
373	48	407
374	338	69
375	422	116
376	340	291
377	201	45
378	470	48
379	336	415
380	67	38
381	311	281
382	198	117
383	147	80
384	326	349
385	49	236
386	285	136
387	346	422
388	339	112
389	106	272
390	325	275
391	60	161
392	154	43
393	247	346
394	186	196
395	0	67
396	242	404
397	171	430
398	264	296
399	237	151
400	405	272
401	181	486
402	43	12
403	276	428
404	499	383
405	178	5
406	474	196
407	453	240
408	462	27
409	451	118
410	166	39
411	137	137
412	167	18
413	297	254
414	385	72
415	247	329
416	72	209
417	436	373
418	372	219
419	86	193
420	199	92
421	256	255
422	465	414
423	480	345
424	409	437
425	356	356
426	45	289
427	235	277
428	5	14
429	408	221
430	281	412
431	404	52
432	135	363
433	333	464
434	199	99
435	366	64
436	16	132
