11	56.529411
12	48.235294
13	49.35294
14	64.25
15	49.846153
16	57.923077
17	58.785713
18	59.285713
19	50.117645
110	62.785713
21	32.954544
22	41.944443
23	36.789474
24	34.925926
25	40.933334
26	36.400002
27	42.526318
28	38.157894
29	43.793102
210	50
31	40.720001
32	27.733334
33	27.214285
34	39.565216
35	28.285715
36	28.703703
37	33.47826
38	35.52174
39	26.043478
310	29
41	27.727272
42	31.049999
43	20.473684
44	28.76
45	35.636364
46	25.705883
47	29.692308
48	29.625
49	25.833334
410	16.543478
51	70.523811
52	76.105263
53	76.14286
54	86.105263
55	98.764709
56	70.684212
57	96.5
58	82.888885
59	95.842102
510	87.650002
61	43.434784
62	47.692307
63	56.580647
64	48.405407
65	50.828571
66	50.60606
67	51.724136
68	55.15625
69	38.200001
610	49.931034
71	32.977272
72	30.631578
73	52.39394
74	47.185184
75	44.84375
76	42.333332
77	42.80645
78	29.163265
79	46.514286
710	49.629631
81	38.470589
82	34.825001
83	25.938776
84	33.828571
85	25.833334
86	33.477272
87	31.813953
88	25.266666
89	33.415092
810	27.688889
91	90
92	112.947365
93	94.476189
94	101.849998
95	121.578949
96	103.849998
97	100.63636
98	107.277779
99	101.772728
910	99.409088
101	50.150002
102	68.074997
103	62.599998
104	49.38298
105	47.227272
106	52.172413
107	54.75
108	58.444443
109	65.375
1010	56.607143
111	48.409092
112	61.78788
113	42.18182
114	42
115	41.098038
116	44.307693
117	49.577778
118	47.682926
119	46
1110	46.43182
121	30.085714
122	24.325001
123	32.545456
124	29.65
125	28.721519
126	31.311476
127	39.655739
128	28.024691
129	29.91358
1210	31.323076
131	120.550003
132	110.958336
133	101.692307
134	104.666664
135	106.217392
136	112.769234
137	110.04348
138	108.571426
139	113.545456
1310	109.839996
141	63.146343
142	59.733334
143	58.8125
144	64.891304
145	55.042553
146	62.9375
147	47.983608
148	57.916668
149	78.25
1410	62.309525
151	39.238808
152	45.80357
153	49.245281
154	43.396824
155	59.934784
156	42.710144
157	52.065216
158	55.094341
159	44.328571
1510	52.130436
161	36.653332
162	34.81818
163	40.328766
164	33.5
165	32.615383
166	26.901785
167	29.379311
168	30.078651
169	39.400002
1610	34.973331
171	68.14286
172	73
173	54.0625
174	54.923077
175	59.714287
176	65.230766
177	52.705883
178	69
179	58.714287
1710	67.153847
181	48.666668
182	46.789474
183	42.545456
184	42.63158
185	46.3125
186	45.714287
187	44.315788
188	38.5625
189	34.363636
1810	46.285713
191	36.52
192	38.285713
193	35
194	36.541668
195	28.185184
196	42.400002
197	36.53846
198	35.130436
199	40.526318
1910	30.565218
201	31.933332
202	32.18182
203	29.681818
204	31.111111
205	28.34091
206	25.714285
207	23.814816
208	34.46154
209	21.423077
2010	40.785713
211	90.625
212	91.3125
213	95.375
214	78.785713
215	90.470589
216	85.263161
217	84.157898
218	91.5
219	90.352943
2110	87.625
221	68
222	52.759998
223	55.777779
224	61.888889
225	55.259258
226	45.382355
227	56.423077
228	44.645161
229	63.95652
2210	59.759998
231	49.25
232	41.42857
233	43
234	48.700001
235	53.28125
236	50.42857
237	39.857143
238	43.607143
239	56.82143
2310	46.035713
241	33.895832
242	40.096775
243	27.733334
244	37.795456
245	35.916668
246	31.868422
247	32.155556
248	36.157894
249	41.916668
2410	36.294117
251	104.428574
252	112.04348
253	104.666664
254	121.263161
255	104.666664
256	105.619049
257	113.300003
258	127
259	89.150002
2510	109.578949
261	51.511112
262	66.322578
263	57.611111
264	79.964287
265	70.666664
266	54.179485
267	60.272728
268	65.400002
269	65.172417
2610	46.92683
271	58.424244
272	47.408165
273	58.057144
274	49.605263
275	51.511627
276	48.586956
277	38.886364
278	35.163635
279	50.785713
2710	48.259998
281	32.81818
282	33.666668
283	47.75
284	40.592594
285	35.476925
286	37.465519
287	44.98
288	51.891891
289	54.205128
2810	28.1875
291	118.944443
292	115.826088
293	128.89473
294	133.761902
295	109.296295
296	109.153847
297	153.444443
298	142.350006
299	111.791664
2910	108.916664
301	65.755554
302	56.142857
303	80.57576
304	80.714287
305	71.351349
306	61.404255
307	69.928574
308	59.622223
309	80.324326
3010	72.400002
311	50.759998
312	49.07547
313	54.098038
314	47.396553
315	54.545456
316	51.92157
317	48.225807
318	51.779999
319	47.484375
3110	57.386364
321	35.658226
322	31.790123
323	38.21875
324	53.129631
325	46.333332
326	41.827587
327	36.129871
328	33.861111
329	29.73
3210	42.777779
331	62.285713
332	56.833332
333	60.25
334	55.75
335	56.400002
336	57.066666
337	67.214287
338	62.57143
339	48.466667
3310	69.5
341	44.95652
342	49.705883
343	39.944443
