1	1	0
2	1	0
3	1	0
4	1	0
1	2	7
2	2	6
3	2	4
4	2	1
1	3	7
2	3	7
3	3	5
4	3	4
1	4	1
2	4	5
3	4	2
4	4	3
1	5	3
2	5	8
3	5	8
4	5	4
1	6	2
2	6	8
3	6	8
4	6	6
1	7	3
2	7	2
3	7	10
4	7	9
1	8	8
2	8	8
3	8	2
4	8	2
1	9	7
2	9	9
3	9	10
4	9	3
1	10	2
2	10	6
3	10	9
4	10	2
1	11	8
2	11	5
3	11	6
4	11	10
1	12	7
2	12	8
3	12	3
4	12	5
1	13	4
2	13	5
3	13	6
4	13	6
1	14	3
2	14	5
3	14	2
4	14	6
1	15	2
2	15	1
3	15	7
4	15	7
1	16	3
2	16	6
3	16	6
4	16	6
1	17	9
2	17	5
3	17	2
4	17	7
1	18	8
2	18	3
3	18	1
4	18	6
1	19	1
2	19	3
3	19	6
4	19	5
1	20	7
2	20	2
3	20	9
4	20	3
1	21	10
2	21	10
3	21	1
4	21	2
1	22	10
2	22	5
3	22	8
4	22	6
1	23	4
2	23	3
3	23	4
4	23	6
1	24	8
2	24	5
3	24	7
4	24	6
1	25	4
2	25	4
3	25	5
4	25	3
1	26	5
2	26	10
3	26	9
4	26	9
1	27	6
2	27	5
3	27	1
4	27	2
1	28	6
2	28	7
3	28	1
4	28	5
1	29	4
2	29	7
3	29	8
4	29	7
1	30	7
2	30	2
3	30	1
4	30	5
1	31	5
2	31	8
3	31	7
4	31	1
1	32	9
2	32	8
3	32	4
4	32	9
1	33	10
2	33	7
3	33	4
4	33	4
1	34	7
2	34	8
3	34	1
4	34	2
1	35	3
2	35	4
3	35	3
4	35	8
1	36	2
2	36	3
3	36	1
4	36	10
1	37	8
2	37	9
3	37	4
4	37	3
1	38	5
2	38	3
3	38	2
4	38	6
1	39	8
2	39	7
3	39	9
4	39	8
1	40	3
2	40	1
3	40	6
4	40	2
1	41	7
2	41	6
3	41	4
4	41	6
1	42	2
2	42	3
3	42	10
4	42	3
1	43	4
2	43	7
3	43	7
4	43	3
1	44	5
2	44	4
3	44	7
4	44	7
1	45	7
2	45	4
3	45	2
4	45	2
1	46	5
2	46	6
3	46	1
4	46	6
1	47	3
2	47	3
3	47	4
4	47	7
1	48	8
2	48	4
3	48	8
4	48	1
1	49	3
2	49	2
3	49	2
4	49	5
1	50	6
2	50	7
3	50	6
4	50	1
1	51	3
2	51	8
3	51	1
4	51	1
1	52	9
2	52	1
3	52	2
4	52	3
1	53	3
2	53	2
3	53	2
4	53	2
1	54	4
2	54	4
3	54	10
4	54	6
1	55	7
2	55	6
3	55	6
4	55	1
1	56	8
2	56	3
3	56	2
4	56	1
1	57	7
2	57	3
3	57	7
4	57	10
1	58	10
2	58	9
3	58	10
4	58	7
1	59	5
2	59	3
3	59	7
4	59	4
1	60	8
2	60	1
3	60	3
4	60	8
1	61	3
2	61	9
3	61	5
4	61	7
1	62	2
2	62	4
3	62	8
4	62	5
1	63	10
2	63	4
3	63	1
4	63	5
1	64	4
2	64	4
3	64	8
4	64	5
1	65	3
2	65	1
3	65	4
4	65	7
1	66	7
2	66	7
3	66	8
4	66	3
1	67	8
2	67	9
3	67	2
4	67	1
1	68	1
2	68	1
3	68	6
4	68	7
1	69	4
2	69	9
3	69	6
4	69	2
1	70	8
2	70	3
3	70	9
4	70	3
1	71	5
2	71	10
3	71	8
4	71	6
1	72	3
2	72	2
3	72	6
4	72	1
1	73	9
2	73	3
3	73	4
4	73	6
1	74	2
2	74	1
3	74	6
4	74	9
1	75	7
2	75	9
3	75	2
4	75	2
1	76	10
2	76	4
3	76	8
4	76	5
1	77	6
2	77	10
3	77	1
4	77	1
1	78	1
2	78	1
3	78	9
4	78	4
1	79	7
2	79	2
3	79	5
4	79	9
1	80	5
2	80	4
3	80	4
4	80	10
1	81	10
2	81	10
3	81	7
4	81	2
1	82	8
2	82	4
3	82	9
4	82	1
1	83	1
2	83	10
3	83	3
4	83	7
1	84	6
2	84	1
3	84	6
4	84	5
1	85	4
2	85	5
3	85	9
4	85	7
1	86	2
2	86	8
3	86	8
4	86	10
1	87	5
2	87	4
3	87	3
4	87	1
1	88	6
2	88	1
3	88	1
4	88	4
1	89	1
2	89	6
3	89	7
4	89	4
1	90	10
2	90	7
3	90	1
4	90	3
1	91	5
2	91	7
3	91	7
4	91	2
1	92	0
2	92	0
3	92	0
4	92	0
