1	1	0
2	1	0
3	1	0
4	1	0
1	2	7
2	2	2
3	2	5
4	2	2
1	3	1
2	3	5
3	3	10
4	3	7
1	4	6
2	4	4
3	4	1
4	4	2
1	5	2
2	5	8
3	5	10
4	5	10
1	6	10
2	6	7
3	6	8
4	6	7
1	7	8
2	7	8
3	7	2
4	7	4
1	8	2
2	8	10
3	8	9
4	8	7
1	9	7
2	9	9
3	9	4
4	9	9
1	10	3
2	10	2
3	10	10
4	10	4
1	11	7
2	11	2
3	11	10
4	11	10
1	12	8
2	12	5
3	12	7
4	12	2
1	13	8
2	13	1
3	13	2
4	13	6
1	14	8
2	14	6
3	14	5
4	14	10
1	15	3
2	15	2
3	15	1
4	15	2
1	16	5
2	16	10
3	16	7
4	16	6
1	17	2
2	17	2
3	17	5
4	17	5
1	18	7
2	18	7
3	18	9
4	18	1
1	19	8
2	19	10
3	19	3
4	19	8
1	20	1
2	20	5
3	20	7
4	20	7
1	21	6
2	21	1
3	21	7
4	21	4
1	22	7
2	22	7
3	22	8
4	22	2
1	23	10
2	23	4
3	23	1
4	23	3
1	24	8
2	24	1
3	24	6
4	24	6
1	25	1
2	25	1
3	25	5
4	25	4
1	26	1
2	26	3
3	26	2
4	26	3
1	27	2
2	27	10
3	27	5
4	27	7
1	28	1
2	28	1
3	28	5
4	28	5
1	29	2
2	29	2
3	29	2
4	29	4
1	30	4
2	30	10
3	30	2
4	30	9
1	31	10
2	31	1
3	31	9
4	31	3
1	32	6
2	32	2
3	32	1
4	32	4
1	33	4
2	33	10
3	33	10
4	33	7
1	34	4
2	34	1
3	34	8
4	34	8
1	35	7
2	35	3
3	35	3
4	35	8
1	36	5
2	36	3
3	36	7
4	36	1
1	37	3
2	37	5
3	37	3
4	37	6
1	38	1
2	38	4
3	38	3
4	38	9
1	39	2
2	39	5
3	39	7
4	39	3
1	40	3
2	40	7
3	40	8
4	40	4
1	41	2
2	41	2
3	41	2
4	41	5
1	42	5
2	42	10
3	42	4
4	42	8
1	43	10
2	43	1
3	43	9
4	43	5
1	44	10
2	44	3
3	44	6
4	44	9
1	45	2
2	45	3
3	45	10
4	45	2
1	46	10
2	46	4
3	46	8
4	46	3
1	47	4
2	47	1
3	47	2
4	47	10
1	48	9
2	48	6
3	48	3
4	48	1
1	49	5
2	49	7
3	49	7
4	49	3
1	50	4
2	50	3
3	50	6
4	50	5
1	51	5
2	51	4
3	51	8
4	51	9
1	52	5
2	52	4
3	52	9
4	52	1
1	53	1
2	53	8
3	53	7
4	53	6
1	54	3
2	54	10
3	54	3
4	54	10
1	55	5
2	55	6
3	55	7
4	55	3
1	56	3
2	56	3
3	56	3
4	56	8
1	57	3
2	57	10
3	57	8
4	57	1
1	58	4
2	58	5
3	58	1
4	58	9
1	59	5
2	59	7
3	59	5
4	59	6
1	60	7
2	60	6
3	60	5
4	60	7
1	61	9
2	61	9
3	61	4
4	61	7
1	62	8
2	62	6
3	62	2
4	62	5
1	63	8
2	63	1
3	63	6
4	63	3
1	64	2
2	64	6
3	64	5
4	64	2
1	65	9
2	65	6
3	65	2
4	65	10
1	66	8
2	66	9
3	66	9
4	66	7
1	67	10
2	67	2
3	67	8
4	67	2
1	68	6
2	68	1
3	68	2
4	68	5
1	69	9
2	69	4
3	69	4
4	69	3
1	70	10
2	70	8
3	70	8
4	70	4
1	71	6
2	71	9
3	71	2
4	71	1
1	72	8
2	72	9
3	72	6
4	72	6
1	73	6
2	73	1
3	73	5
4	73	9
1	74	9
2	74	6
3	74	5
4	74	5
1	75	10
2	75	3
3	75	3
4	75	6
1	76	5
2	76	3
3	76	3
4	76	7
1	77	3
2	77	1
3	77	9
4	77	2
1	78	5
2	78	3
3	78	2
4	78	3
1	79	4
2	79	4
3	79	5
4	79	1
1	80	8
2	80	3
3	80	2
4	80	3
1	81	5
2	81	6
3	81	1
4	81	10
1	82	10
2	82	10
3	82	6
4	82	2
1	83	5
2	83	3
3	83	7
4	83	6
1	84	6
2	84	2
3	84	3
4	84	4
1	85	9
2	85	10
3	85	2
4	85	4
1	86	4
2	86	8
3	86	1
4	86	1
1	87	1
2	87	4
3	87	5
4	87	5
1	88	10
2	88	3
3	88	3
4	88	8
1	89	8
2	89	6
3	89	8
4	89	3
1	90	4
2	90	9
3	90	5
4	90	6
1	91	4
2	91	1
3	91	2
4	91	10
1	92	0
2	92	0
3	92	0
4	92	0
