11	77
12	68
13	68
14	91
15	73
16	66
17	72
18	75
19	85
110	80
21	65
22	82
23	78
24	78
25	54
26	64
27	53
28	66
29	65
210	69
31	60
32	69
33	105
34	81
35	83
36	57
37	59
38	55
39	67
310	69
41	84
42	60
43	58
44	65
45	75
46	71
47	67
48	65
49	75
410	77
51	76
52	106
53	81
54	72
55	108
56	74
57	75
58	78
59	83
510	82
61	60
62	67
63	72
64	67
65	78
66	55
67	61
68	72
69	64
610	74
71	77
72	85
73	62
74	63
75	71
76	65
77	89
78	66
79	44
710	82
81	64
82	61
83	79
84	64
85	83
86	56
87	62
88	66
89	58
810	97
91	87
92	82
93	101
94	87
95	86
96	111
97	110
98	96
99	100
910	94
101	85
102	62
103	72
104	80
105	79
106	67
107	69
108	65
109	73
1010	73
111	71
112	61
113	76
114	69
115	65
116	70
117	70
118	69
119	62
1110	58
121	59
122	58
123	75
124	69
125	63
126	54
127	71
128	60
129	59
1210	79
131	112
132	107
133	88
134	103
135	98
136	94
137	87
138	120
139	102
1310	117
141	61
142	65
143	62
144	65
145	59
146	65
147	69
148	88
149	61
1410	72
151	84
152	89
153	72
154	75
155	70
156	76
157	64
158	79
159	72
1510	61
161	64
162	64
163	53
164	60
165	66
166	66
167	82
168	68
169	54
1610	68
171	86
172	69
173	89
174	71
175	59
176	69
177	83
178	85
179	76
1710	72
181	81
182	69
183	77
184	71
185	80
186	61
187	93
188	78
189	69
1810	97
191	62
192	83
193	83
194	67
195	73
196	69
197	60
198	87
199	69
1910	78
201	60
202	78
203	69
204	86
205	71
206	97
207	74
208	65
209	74
2010	70
211	103
212	108
213	87
214	95
215	89
216	84
217	103
218	110
219	89
2110	80
221	64
222	83
223	70
224	73
225	76
226	79
227	69
228	59
229	65
2210	70
231	75
232	69
233	78
234	83
235	72
236	81
237	60
238	72
239	64
2310	68
241	65
242	55
243	67
244	78
245	76
246	75
247	68
248	81
249	80
2410	66
251	114
252	98
253	113
254	108
255	98
256	112
257	90
258	99
259	100
2510	108
261	80
262	66
263	76
264	67
265	61
266	74
267	72
268	89
269	65
2610	85
271	96
272	74
273	76
274	60
275	78
276	64
277	83
278	88
279	76
2710	57
281	92
282	64
283	72
284	84
285	71
286	89
287	75
288	62
289	74
2810	74
291	103
292	133
293	121
294	134
295	111
296	154
297	123
298	103
299	113
2910	120
301	70
302	70
303	82
304	76
305	76
306	68
307	86
308	63
309	98
3010	86
311	65
312	74
313	66
314	68
315	72
316	72
317	76
318	75
319	86
3110	56
321	69
322	114
323	85
324	56
325	77
326	93
327	76
328	76
329	74
3210	77
331	105
332	100
333	79
334	81
335	108
336	75
337	78
338	79
339	108
3310	84
341	72
342	68
343	61
344	83
345	80
346	81
347	85
348	63
349	77
3410	92
351	78
352	77
353	89
354	72
355	76
356	79
357	73
358	78
359	76
3510	71
361	61
362	75
363	81
364	85
365	57
366	76
367	71
368	69
369	86
3610	77
371	97
372	95
373	139
374	101
375	98
376	102
377	110
378	93
379	96
3710	96
381	73
382	76
383	77
384	58
385	103
386	86
387	74
388	71
389	66
3810	66
391	80
392	84
393	83
394	92
395	73
396	84
397	68
398	77
399	72
3910	74
401	86
402	81
403	70
404	87
405	83
406	69
407	68
408	80
409	90
4010	73
411	122
412	113
413	98
414	133
415	115
416	134
417	132
418	135
419	131
4110	111
421	83
422	68
423	78
424	103
425	73
426	82
427	59
428	82
429	71
4210	87
431	108
432	85
433	74
434	75
435	64
436	84
437	89
438	69
439	70
4310	78
441	84
442	68
443	87
444	77
445	74
446	81
447	76
448	83
449	65
4410	65
451	96
452	144
453	144
454	108
455	106
456	144
457	122
458	129
459	123
4510	114
461	79
462	78
463	79
464	74
465	91
466	90
467	78
468	75
469	69
4610	88
471	75
472	66
473	69
474	76
475	87
476	76
477	68
478	71
479	76
4710	66
481	71
482	87
483	84
484	62
485	101
486	66
487	77
488	88
489	82
4810	70
