11	77
12	65
13	67
14	79
15	68
16	52
17	60
18	71
19	75
110	76
21	65
22	82
23	77
24	78
25	53
26	61
27	49
28	66
29	65
210	64
31	60
32	69
33	102
34	81
35	83
36	57
37	58
38	52
39	63
310	67
41	84
42	60
43	58
44	65
45	75
46	71
47	67
48	65
49	75
410	77
51	59
52	76
53	59
54	53
55	79
56	64
57	51
58	65
59	82
510	68
61	60
62	66
63	72
64	67
65	78
66	53
67	60
68	72
69	64
610	74
71	77
72	85
73	62
74	63
75	71
76	65
77	89
78	66
79	44
710	82
81	64
82	61
83	79
84	64
85	83
86	56
87	62
88	66
89	58
810	97
91	59
92	71
93	65
94	65
95	52
96	90
97	74
98	65
99	80
910	65
101	85
102	62
103	72
104	80
105	79
106	67
107	69
108	64
109	73
1010	73
111	71
112	61
113	76
114	69
115	65
116	70
117	70
118	69
119	62
1110	58
121	59
122	58
123	75
124	69
125	63
126	54
127	71
128	60
129	59
1210	79
131	69
132	66
133	57
134	62
135	53
136	61
137	54
138	69
139	67
1310	63
141	59
142	65
143	61
144	65
145	59
146	65
147	69
148	88
149	61
1410	67
151	84
152	89
153	72
154	75
155	70
156	76
157	64
158	79
159	72
1510	61
161	64
162	64
163	53
164	60
165	66
166	66
167	82
168	68
169	54
1610	68
171	76
172	67
173	79
174	69
175	52
176	67
177	81
178	66
179	70
1710	65
181	80
182	69
183	77
184	71
185	80
186	61
187	87
188	78
189	69
1810	97
191	62
192	83
193	81
194	67
195	73
196	68
197	60
198	82
199	67
1910	78
201	60
202	78
203	69
204	86
205	71
206	97
207	74
208	65
209	74
2010	70
211	76
212	92
213	65
214	64
215	75
216	63
217	80
218	85
219	69
2110	51
221	62
222	83
223	70
224	64
225	76
226	79
227	69
228	59
229	65
2210	69
231	75
232	69
233	75
234	83
235	72
236	81
237	60
238	72
239	64
2310	68
241	65
242	55
243	67
244	78
245	76
246	75
247	68
248	81
249	80
2410	66
251	71
252	69
253	90
254	78
255	61
256	75
257	66
258	57
259	69
2510	77
261	80
262	63
263	71
264	65
265	61
266	73
267	72
268	89
269	62
2610	85
271	96
272	74
273	76
274	60
275	78
276	64
277	83
278	88
279	76
2710	57
281	92
282	64
283	72
284	84
285	71
286	89
287	75
288	62
289	74
2810	74
291	59
292	88
293	72
294	75
295	77
296	77
297	73
298	72
299	70
2910	70
301	70
302	65
303	80
304	76
305	72
306	68
307	77
308	63
309	98
3010	81
311	65
312	74
313	66
314	68
315	72
316	72
317	76
318	75
319	86
3110	56
321	69
322	114
323	85
324	56
325	77
326	93
327	76
328	76
329	74
3210	77
331	90
332	100
333	77
334	75
335	97
336	65
337	66
338	74
339	102
3310	69
341	67
342	65
343	61
344	83
345	80
346	77
347	83
348	61
349	77
3410	92
351	78
352	77
353	87
354	72
355	75
356	79
357	73
358	75
359	73
3510	70
361	61
362	75
363	81
364	85
365	57
366	76
367	71
368	69
369	86
3610	77
371	70
372	68
373	97
374	75
375	80
376	62
377	75
378	79
379	77
3710	86
381	73
382	71
383	76
384	58
385	103
386	86
387	74
388	68
389	66
3810	63
391	80
392	84
393	83
394	92
395	73
396	83
397	68
398	77
399	72
3910	74
401	86
402	81
403	70
404	87
405	83
406	69
407	68
408	80
409	90
4010	73
411	91
412	81
413	58
414	100
415	67
416	82
417	79
418	95
419	80
4110	71
421	83
422	68
423	73
424	94
425	73
426	82
427	55
428	78
429	70
4210	87
431	108
432	85
433	74
434	74
435	64
436	84
437	89
438	69
439	70
4310	78
441	84
442	68
443	87
444	77
445	74
446	81
447	76
448	83
449	65
4410	65
451	71
452	78
453	86
454	60
455	60
456	80
457	74
458	79
459	78
4510	61
461	78
462	78
463	79
464	71
465	82
466	87
467	75
468	72
469	60
4610	79
471	75
472	66
473	69
474	76
475	87
476	76
477	68
478	71
479	76
4710	66
481	71
482	87
483	84
484	62
485	101
486	66
487	77
488	88
489	82
4810	70
