1	1	0
2	1	0
3	1	0
4	1	0
1	2	3
2	2	10
3	2	4
4	2	4
1	3	5
2	3	8
3	3	9
4	3	8
1	4	4
2	4	4
3	4	3
4	4	9
1	5	7
2	5	5
3	5	9
4	5	10
1	6	4
2	6	7
3	6	3
4	6	4
1	7	2
2	7	6
3	7	9
4	7	7
1	8	3
2	8	7
3	8	9
4	8	8
1	9	10
2	9	4
3	9	8
4	9	3
1	10	10
2	10	10
3	10	3
4	10	1
1	11	4
2	11	1
3	11	4
4	11	5
1	12	2
2	12	6
3	12	6
4	12	2
1	13	7
2	13	7
3	13	8
4	13	10
1	14	7
2	14	9
3	14	8
4	14	8
1	15	8
2	15	1
3	15	3
4	15	9
1	16	4
2	16	6
3	16	2
4	16	7
1	17	10
2	17	2
3	17	8
4	17	5
1	18	6
2	18	3
3	18	3
4	18	8
1	19	7
2	19	9
3	19	1
4	19	5
1	20	6
2	20	2
3	20	1
4	20	2
1	21	6
2	21	5
3	21	9
4	21	1
1	22	2
2	22	3
3	22	9
4	22	7
1	23	2
2	23	10
3	23	8
4	23	4
1	24	10
2	24	10
3	24	7
4	24	7
1	25	6
2	25	7
3	25	9
4	25	5
1	26	8
2	26	6
3	26	4
4	26	7
1	27	7
2	27	5
3	27	7
4	27	7
1	28	2
2	28	10
3	28	9
4	28	4
1	29	7
2	29	9
3	29	6
4	29	6
1	30	10
2	30	4
3	30	6
4	30	4
1	31	9
2	31	4
3	31	4
4	31	9
1	32	0
2	32	0
3	32	0
4	32	0
